page,code,time_hr,weight_change_mg_cm2
102,02-04-013-322-1,0,0
102,02-04-013-322-1,1,-0.06
102,02-04-013-322-1,15,-6.03
102,02-04-013-322-1,30,-9.05
102,02-04-013-322-1,45,-14.93
102,02-04-013-322-1,60,-25.64
102,02-04-013-322-1,75,-46.09
102,02-04-013-322-1,90,-95.81
102,02-04-013-322-1,100,-128.66
103,02-04-013-325-1,0,0
103,02-04-013-325-1,1,0.68
103,02-04-013-325-1,15,-0.27
103,02-04-013-325-1,30,-4.9
103,02-04-013-325-1,45,-5.7
103,02-04-013-325-1,60,-6.9
103,02-04-013-325-1,75,-8.46
103,02-04-013-325-1,90,-10.54
103,02-04-013-325-1,100,-12.35
103,02-04-013-325-1,115,-15.85
103,02-04-013-325-1,130,-20.49
103,02-04-013-325-1,145,-26.58
103,02-04-013-325-1,160,-34.25
103,02-04-013-325-1,175,-44.94
103,02-04-013-325-1,190,-60.43
103,02-04-013-325-1,200,-74.11
104,02-04-021-041-3,0,0
104,02-04-021-041-3,14,0.65
104,02-04-021-041-3,28,0.26
104,02-04-021-041-3,42,-1.01
104,02-04-021-041-3,56,-1.62
104,02-04-021-041-3,70,-2.3
104,02-04-021-041-3,86,-3.09
104,02-04-021-041-3,100,-3.87
105,02-04-021-078-3,0,0
105,02-04-021-078-3,10,-1.58
105,02-04-021-078-3,25,-4.06
105,02-04-021-078-3,40,-7.33
105,02-04-021-078-3,55,-11.26
105,02-04-021-078-3,70,-22.05
105,02-04-021-078-3,85,-58.43
105,02-04-021-078-3,100,-91.95
106,02-04-021-078-6,0,0
106,02-04-021-078-6,10,-0.44
106,02-04-021-078-6,25,-1.08
106,02-04-021-078-6,40,-1.87
106,02-04-021-078-6,55,-2.78
106,02-04-021-078-6,70,-4.5
106,02-04-021-078-6,85,-6.33
106,02-04-021-078-6,100,-8.27
107,02-04-021-101-4,0,0
107,02-04-021-101-4,1,0.43
107,02-04-021-101-4,15,0.59
107,02-04-021-101-4,30,0.01
107,02-04-021-101-4,45,-0.65
107,02-04-021-101-4,60,-1.3
107,02-04-021-101-4,75,-2.03
107,02-04-021-101-4,90,-2.8
107,02-04-021-101-4,100,-3.26
108,02-04-021-101-5,0,0
108,02-04-021-101-5,1,0.28
108,02-04-021-101-5,15,-0.08
108,02-04-021-101-5,30,-0.97
108,02-04-021-101-5,45,-1.73
108,02-04-021-101-5,60,-2.39
108,02-04-021-101-5,75,-2.98
108,02-04-021-101-5,90,-3.66
108,02-04-021-101-5,100,-4.13
109,02-04-021-129-1,0,0
109,02-04-021-129-1,1,0.32
109,02-04-021-129-1,15,-0.5
109,02-04-021-129-1,30,-1.25
109,02-04-021-129-1,45,-1.7
109,02-04-021-129-1,60,-2.15
109,02-04-021-129-1,75,-2.61
109,02-04-021-129-1,90,-3.24
109,02-04-021-129-1,100,-3.81
110,02-04-021-129-3,0,0
110,02-04-021-129-3,1,0.56
110,02-04-021-129-3,15,-0.04
110,02-04-021-129-3,30,-1.17
110,02-04-021-129-3,45,-2.52
110,02-04-021-129-3,60,-4.52
110,02-04-021-129-3,75,-6.33
110,02-04-021-129-3,90,-8.87
110,02-04-021-129-3,100,-11.01
111,02-04-021-129-4,0,0
111,02-04-021-129-4,1,0.51
111,02-04-021-129-4,15,0.34
111,02-04-021-129-4,30,-0.86
111,02-04-021-129-4,45,-2.13
111,02-04-021-129-4,60,-3.75
111,02-04-021-129-4,75,-5.11
111,02-04-021-129-4,90,-6.52
111,02-04-021-129-4,100,-7.68
112,02-04-021-129-5,0,0
112,02-04-021-129-5,1,0.39
112,02-04-021-129-5,15,-0.32
112,02-04-021-129-5,30,-1.01
112,02-04-021-129-5,45,-1.48
112,02-04-021-129-5,60,-1.99
112,02-04-021-129-5,75,-2.53
112,02-04-021-129-5,90,-3.23
112,02-04-021-129-5,100,-4.2
113,02-04-021-129-6,0,0
113,02-04-021-129-6,1,0.76
113,02-04-021-129-6,15,0.45
113,02-04-021-129-6,30,-1.36
113,02-04-021-129-6,45,-3.68
113,02-04-021-129-6,60,-7.16
113,02-04-021-129-6,75,-10.44
113,02-04-021-129-6,90,-13.45
113,02-04-021-129-6,100,-15.81
114,02-04-021-204-5,0,0
114,02-04-021-204-5,1,0.33
114,02-04-021-204-5,15,-1.45
114,02-04-021-204-5,30,-2.86
114,02-04-021-204-5,45,-4.06
114,02-04-021-204-5,60,-5.2
114,02-04-021-204-5,75,-6.38
114,02-04-021-204-5,90,-7.72
114,02-04-021-204-5,100,-8.96
115,02-04-021-001-1,0,0
115,02-04-021-001-1,8,0.73
115,02-04-021-001-2,0,0
115,02-04-021-001-2,8,0.69
115,02-04-021-001-2,24,0.37
115,02-04-021-001-3,0,0
115,02-04-021-001-3,8,0.65
115,02-04-021-001-3,24,0.14
115,02-04-021-001-3,48,-0.13
115,02-04-021-001-4,0,0
115,02-04-021-001-4,8,0.56
115,02-04-021-001-4,24,0.49
115,02-04-021-001-4,46,0.36
115,02-04-021-001-4,72,-0.05
115,02-04-021-001-5,0,0
115,02-04-021-001-5,8,0.67
115,02-04-021-001-5,24,0.44
115,02-04-021-001-5,48,0.05
115,02-04-021-001-5,72,-0.34
115,02-04-021-001-5,100,-0.74
115,02-04-021-001-6,0,0
115,02-04-021-001-6,8,0.54
115,02-04-021-001-6,24,0.63
115,02-04-021-001-6,48,0.25
115,02-04-021-001-6,72,-0.18
115,02-04-021-001-6,100,-0.61
115,02-04-021-010-4,0,0
115,02-04-021-010-4,8,0.59
115,02-04-021-010-4,24,0.57
115,02-04-021-010-4,48,0.01
115,02-04-021-010-4,72,-0.38
115,02-04-021-010-4,100,-1.05
115,02-04-021-010-5,0,0
115,02-04-021-010-5,8,0.62
115,02-04-021-010-5,24,0.78
115,02-04-021-010-5,48,0.28
115,02-04-021-010-5,72,-0.38
115,02-04-021-010-5,100,-1.53
116,02-04-021-103-1,0,0
116,02-04-021-103-1,1,0.15
116,02-04-021-103-1,15,0.4
116,02-04-021-103-1,30,0.66
116,02-04-021-103-1,45,0.57
116,02-04-021-103-1,60,0.47
116,02-04-021-103-1,75,0.37
116,02-04-021-103-1,90,0.27
116,02-04-021-103-1,100,0.18
116,02-04-021-103-1,200,-0.94
116,02-04-021-103-1,300,-2.56
116,02-04-021-103-1,400,-4.18
116,02-04-021-103-1,500,-5.83
116,02-04-021-103-1,600,-8.53
116,02-04-021-103-1,700,-16.76
116,02-04-021-103-1,800,-29.72
116,02-04-021-103-1,900,-52.64
116,02-04-021-103-1,1000,-81.11
117,02-04-021-103-2,0,0
117,02-04-021-103-2,1,0.12
117,02-04-021-103-2,15,0.34
117,02-04-021-103-2,30,0.61
117,02-04-021-103-2,45,0.53
117,02-04-021-103-2,60,0.45
117,02-04-021-103-2,75,0.4
117,02-04-021-103-2,90,0.31
117,02-04-021-103-2,100,0.19
117,02-04-021-103-2,200,-0.77
117,02-04-021-103-2,300,-2.49
117,02-04-021-103-2,400,-4.32
117,02-04-021-103-2,500,-6.51
117,02-04-021-103-2,600,-12.13
117,02-04-021-103-2,700,-32.45
117,02-04-021-103-2,800,-56.37
117,02-04-021-103-2,900,-86.57
117,02-04-021-103-2,1000,-115.12
118,02-04-021-103-6,0,0
118,02-04-021-103-6,1,0.19
118,02-04-021-103-6,15,0.43
118,02-04-021-103-6,30,0.46
118,02-04-021-103-6,45,0.23
118,02-04-021-103-6,60,0.11
118,02-04-021-103-6,75,0.06
118,02-04-021-103-6,90,-0.01
118,02-04-021-103-6,100,-0.06
118,02-04-021-103-6,200,-0.54
118,02-04-021-103-6,300,-1.96
118,02-04-021-103-6,400,-3.12
118,02-04-021-103-6,500,-4.03
118,02-04-021-103-6,600,-5.26
118,02-04-021-103-6,700,-6.91
118,02-04-021-103-6,800,-8.25
118,02-04-021-103-6,900,-11.78
118,02-04-021-103-6,1000,-17.29
119,02-04-021-190-6,0,0
119,02-04-021-190-6,1,0.33
119,02-04-021-190-6,15,-0.19
119,02-04-021-190-6,30,-0.33
119,02-04-021-190-6,45,-0.35
119,02-04-021-190-6,60,-0.44
119,02-04-021-190-6,75,-0.57
119,02-04-021-190-6,90,-0.82
119,02-04-021-190-6,100,-0.97
119,02-04-021-190-6,115,-1.21
119,02-04-021-190-6,130,-1.48
119,02-04-021-190-6,145,-1.64
119,02-04-021-190-6,160,-1.76
119,02-04-021-190-6,175,-2.16
119,02-04-021-190-6,190,-2.1
119,02-04-021-190-6,200,-2.32
120,02-04-021-005-1,0,0
120,02-04-021-005-1,8,0.33
120,02-04-021-005-2,0,0
120,02-04-021-005-2,8,0.29
120,02-04-021-005-2,24,0.32
120,02-04-021-005-3,0,0
120,02-04-021-005-3,8,0.31
120,02-04-021-005-3,24,0.35
120,02-04-021-005-3,48,0.39
120,02-04-021-005-4,0,0
120,02-04-021-005-4,8,0.34
120,02-04-021-005-4,24,0.37
120,02-04-021-005-4,48,0.43
120,02-04-021-005-4,74,0.37
120,02-04-021-005-5,0,0
120,02-04-021-005-5,8,0.31
120,02-04-021-005-5,24,0.35
120,02-04-021-005-5,48,0.38
120,02-04-021-005-5,74,0.37
120,02-04-021-005-5,100,0.43
120,02-04-021-005-6,0,0
120,02-04-021-005-6,8,0.35
120,02-04-021-005-6,24,0.38
120,02-04-021-005-6,48,0.37
120,02-04-021-005-6,74,0.4
120,02-04-021-005-6,100,0.44
120,02-04-021-009-2,0,0
120,02-04-021-009-2,14,0.25
120,02-04-021-009-2,28,0.33
120,02-04-021-009-2,41,0.36
120,02-04-021-009-2,55,0.36
120,02-04-021-009-2,72,0.4
120,02-04-021-009-2,85,0.41
120,02-04-021-009-2,100,0.42
121,02-04-027-102-3,0,0
121,02-04-027-102-3,1,-0.92
121,02-04-027-102-3,15,-4.91
121,02-04-027-102-3,30,-9.99
121,02-04-027-102-3,45,-14.99
121,02-04-027-102-3,60,-20.04
121,02-04-027-102-3,75,-25.61
121,02-04-027-102-3,90,-32.53
121,02-04-027-102-3,100,-37.87
122,02-04-027-102-6,0,0
122,02-04-027-102-6,1,-1.27
122,02-04-027-102-6,15,-6
122,02-04-027-102-6,30,-13.07
122,02-04-027-102-6,45,-19.93
122,02-04-027-102-6,60,-32.45
122,02-04-027-102-6,75,-42.61
122,02-04-027-102-6,90,-55.42
122,02-04-027-102-6,100,-61.88
123,02-04-027-139-4,0,0
123,02-04-027-139-4,100,-3.25
124,02-04-025-108-6,0,0
124,02-04-025-108-6,1,0.57
124,02-04-025-108-6,15,-14.61
124,02-04-025-108-6,30,-78.76
124,02-04-025-108-6,45,-148.63
124,02-04-025-108-6,60,-214.87
124,02-04-025-108-6,75,-276.58
124,02-04-025-108-6,90,-336.24
124,02-04-025-108-6,100,-373.88
125,02-04-025-108-3,0,0
125,02-04-025-108-3,1,0.51
125,02-04-025-108-3,15,-11.1
125,02-04-025-108-3,30,-76.73
125,02-04-025-108-3,45,-149.77
125,02-04-025-108-3,60,-218.91
125,02-04-025-108-3,75,-281.64
125,02-04-025-108-3,90,-341.71
125,02-04-025-108-3,100,-380
126,02-04-025-232-3,0,0
126,02-04-025-232-3,1,0.82
126,02-04-025-232-3,15,-1.81
126,02-04-025-232-3,30,-17.58
126,02-04-025-232-3,45,-58.21
126,02-04-025-232-3,60,-90.91
126,02-04-025-232-3,75,-126.57
126,02-04-025-232-3,90,-163.89
126,02-04-025-232-3,100,-187.14
126,02-04-025-232-3,115,-226.2
126,02-04-025-232-3,130,-262.37
126,02-04-025-232-3,145,-297.41
126,02-04-025-232-3,160,-333.77
126,02-04-025-232-3,175,-369.87
126,02-04-025-232-3,190,-403.87
126,02-04-025-232-3,200,-426.54
127,02-04-016-108-4,0,0
127,02-04-016-108-4,1,0.84
127,02-04-016-108-4,15,-0.89
127,02-04-016-108-4,30,-4.53
127,02-04-016-108-4,45,-12.34
127,02-04-016-108-4,60,-24.03
127,02-04-016-108-4,75,-35.54
127,02-04-016-108-4,90,-48.77
127,02-04-016-108-4,100,-57.63
128,02-04-016-108-5,0,0
128,02-04-016-108-5,1,0.87
128,02-04-016-108-5,15,0.04
128,02-04-016-108-5,30,-2.59
128,02-04-016-108-5,45,-9.34
128,02-04-016-108-5,60,-20.85
128,02-04-016-108-5,75,-32.35
128,02-04-016-108-5,90,-45.07
128,02-04-016-108-5,100,-53.3
129,02-04-016-232-6,0,0
129,02-04-016-232-6,1,0.64
129,02-04-016-232-6,15,0.96
129,02-04-016-232-6,30,0.96
129,02-04-016-232-6,45,0.76
129,02-04-016-232-6,60,-0.05
129,02-04-016-232-6,75,-1.74
129,02-04-016-232-6,90,-4.36
129,02-04-016-232-6,100,-6.38
129,02-04-016-232-6,115,-10.36
129,02-04-016-232-6,130,-15.23
129,02-04-016-232-6,145,-19.63
129,02-04-016-232-6,160,-24.54
129,02-04-016-232-6,175,-29.68
129,02-04-016-232-6,190,-34.61
129,02-04-016-232-6,200,-38.57
130,02-04-017-322-4,0,0
130,02-04-017-322-4,1,0.48
130,02-04-017-322-4,15,-0.91
130,02-04-017-322-4,30,-2.19
130,02-04-017-322-4,45,-5.47
130,02-04-017-322-4,60,-10.55
130,02-04-017-322-4,75,-17.57
130,02-04-017-322-4,90,-26.65
130,02-04-017-322-4,100,-34.69
131,02-04-017-325-4,0,0
131,02-04-017-325-4,1,0.33
131,02-04-017-325-4,15,0.31
131,02-04-017-325-4,30,-0.01
131,02-04-017-325-4,45,-0.27
131,02-04-017-325-4,60,-0.74
131,02-04-017-325-4,75,-1.29
131,02-04-017-325-4,90,-1.94
131,02-04-017-325-4,100,-2.68
131,02-04-017-325-4,115,-4.28
131,02-04-017-325-4,130,-5.9
131,02-04-017-325-4,145,-8.15
131,02-04-017-325-4,160,-10.93
131,02-04-017-325-4,175,-14.43
131,02-04-017-325-4,190,-18.09
131,02-04-017-325-4,200,-20.97
132,02-04-019-101-1,0,0
132,02-04-019-101-1,1,0.4
132,02-04-019-101-1,15,0.58
132,02-04-019-101-1,30,-0.6
132,02-04-019-101-1,45,-3.25
132,02-04-019-101-1,60,-11.55
132,02-04-019-101-1,75,-25.05
132,02-04-019-101-1,90,-41.11
132,02-04-019-101-1,100,-53.65
133,02-04-019-101-2,0,0
133,02-04-019-101-2,1,0.41
133,02-04-019-101-2,15,-1.15
133,02-04-019-101-2,30,-1.69
133,02-04-019-101-2,45,-3.21
133,02-04-019-101-2,60,-6.97
133,02-04-019-101-2,75,-16.33
133,02-04-019-101-2,90,-30.15
133,02-04-019-101-2,100,-41.34
134,02-04-019-107-3,0,0
134,02-04-019-107-3,1,0.23
134,02-04-019-107-3,15,-2.17
134,02-04-019-107-3,30,-8.1
134,02-04-019-107-3,45,-19.04
134,02-04-019-107-3,60,-39.37
134,02-04-019-107-3,75,-79.07
134,02-04-019-107-3,90,-100.63
134,02-04-019-107-3,100,-120.87
135,02-04-019-107-6,0,0
135,02-04-019-107-6,1,0.36
135,02-04-019-107-6,15,-2.73
135,02-04-019-107-6,30,-10.3
135,02-04-019-107-6,45,-23.84
135,02-04-019-107-6,60,-52.53
135,02-04-019-107-6,75,-90.48
135,02-04-019-107-6,90,-115.44
135,02-04-019-107-6,100,-138.95
136,02-04-019-204-6,0,0
136,02-04-019-204-6,1,0.22
136,02-04-019-204-6,15,-2.59
136,02-04-019-204-6,30,-11.5
136,02-04-019-204-6,45,-60.93
136,02-04-019-204-6,60,-115.32
136,02-04-019-204-6,75,-169.79
136,02-04-019-204-6,90,-230.2
136,02-04-019-204-6,100,-266.94
137,02-04-019-321-3,0,0
137,02-04-019-321-3,1,0.72
137,02-04-019-321-3,15,1.69
137,02-04-019-321-3,30,1.99
137,02-04-019-321-3,45,1.99
137,02-04-019-321-3,60,1.91
137,02-04-019-321-3,75,1.65
137,02-04-019-321-3,90,1.08
137,02-04-019-321-3,100,-0.08
138,02-04-019-115-1,0,0
138,02-04-019-115-1,1,0.16
138,02-04-019-115-1,15,0.36
138,02-04-019-115-1,30,-0.03
138,02-04-019-115-1,45,-0.48
138,02-04-019-115-1,60,-1.32
138,02-04-019-115-1,75,-2.12
138,02-04-019-115-1,90,-3.37
138,02-04-019-115-1,100,-4.68
139,02-04-019-115-2,0,0
139,02-04-019-115-2,1,0.17
139,02-04-019-115-2,15,0.34
139,02-04-019-115-2,30,0.01
139,02-04-019-115-2,45,-0.45
139,02-04-019-115-2,60,-1.23
139,02-04-019-115-2,75,-2.42
139,02-04-019-115-2,90,-3.81
139,02-04-019-115-2,100,-5.59
140,02-04-019-190-1,0,0
140,02-04-019-190-1,1,0.12
140,02-04-019-190-1,15,0.59
140,02-04-019-190-1,30,0.33
140,02-04-019-190-1,45,0.01
140,02-04-019-190-1,60,-0.36
140,02-04-019-190-1,75,-1.15
140,02-04-019-190-1,90,-2.03
140,02-04-019-190-1,100,-3.16
140,02-04-019-190-1,115,-4.87
140,02-04-019-190-1,130,-7.22
140,02-04-019-190-1,145,-10.34
140,02-04-019-190-1,160,-12.88
140,02-04-019-190-1,175,-16.51
140,02-04-019-190-1,190,-20.97
140,02-04-019-190-1,200,-26.08
141,02-04-019-324-3,0,0
141,02-04-019-324-3,1,0.53
141,02-04-019-324-3,15,1.24
141,02-04-019-324-3,30,1.57
141,02-04-019-324-3,45,1.87
141,02-04-019-324-3,60,2.09
141,02-04-019-324-3,75,2.26
141,02-04-019-324-3,90,2.53
141,02-04-019-324-3,100,2.56
141,02-04-019-324-3,115,2.78
141,02-04-019-324-3,130,2.89
141,02-04-019-324-3,145,2.94
141,02-04-019-324-3,160,3.01
141,02-04-019-324-3,175,3
141,02-04-019-324-3,190,3.01
141,02-04-019-324-3,200,2.95
142,02-04-032-322-2,0,0
142,02-04-032-322-2,1,0.34
142,02-04-032-322-2,15,-0.86
142,02-04-032-322-2,30,-1.24
142,02-04-032-322-2,45,-1.57
142,02-04-032-322-2,60,-1.75
142,02-04-032-322-2,75,-1.97
142,02-04-032-322-2,90,-2.17
142,02-04-032-322-2,100,-2.46
143,02-04-032-325-2,0,0
143,02-04-032-325-2,1,0.13
143,02-04-032-325-2,15,0.04
143,02-04-032-325-2,30,-0.12
143,02-04-032-325-2,45,-0.21
143,02-04-032-325-2,60,-0.31
143,02-04-032-325-2,75,-0.46
143,02-04-032-325-2,90,-0.49
143,02-04-032-325-2,100,-0.58
143,02-04-032-325-2,115,-0.74
143,02-04-032-325-2,130,-0.77
143,02-04-032-325-2,145,-0.83
143,02-04-032-325-2,160,-0.93
143,02-04-032-325-2,175,-0.93
143,02-04-032-325-2,190,-1.05
143,02-04-032-325-2,200,-1.07
144,02-04-022-321-6,0,0
144,02-04-022-321-6,1,0.23
144,02-04-022-321-6,15,-11.64
144,02-04-022-321-6,30,-12.5
144,02-04-022-321-6,45,-13.72
144,02-04-022-321-6,60,-18.25
144,02-04-022-321-6,75,-27.74
144,02-04-022-321-6,90,-43.79
144,02-04-022-321-6,100,-60.56
145,02-13-016-323-6,0,0
145,02-13-016-323-6,1,-0.38
145,02-13-016-323-6,15,-11.84
145,02-13-016-323-6,30,-13
145,02-13-016-323-6,45,-14.53
145,02-13-016-323-6,60,-18.51
145,02-13-016-323-6,75,-26.57
145,02-13-016-323-6,90,-39.37
145,02-13-016-323-6,100,-51.14
146,02-04-022-251-1,0,0
146,02-04-022-251-1,1,0.91
146,02-04-022-251-1,15,-5.01
146,02-04-022-251-1,30,-6.74
146,02-04-022-251-1,45,-7.48
146,02-04-022-251-1,60,-8.07
146,02-04-022-251-1,75,-8.63
146,02-04-022-251-1,90,-9.24
146,02-04-022-251-1,100,-9.75
146,02-04-022-251-1,115,-10.43
146,02-04-022-251-1,130,-11.34
146,02-04-022-251-1,145,-12.73
146,02-04-022-251-1,160,-14.66
146,02-04-022-251-1,175,-17.45
146,02-04-022-251-1,190,-22.17
146,02-04-022-251-1,200,-27.48
147,02-04-022-251-2,0,0
147,02-04-022-251-2,1,1.02
147,02-04-022-251-2,15,-6.06
147,02-04-022-251-2,30,-7.68
147,02-04-022-251-2,45,-8.62
147,02-04-022-251-2,60,-9.48
147,02-04-022-251-2,75,-10.25
147,02-04-022-251-2,90,-11.13
147,02-04-022-251-2,100,-11.87
147,02-04-022-251-2,115,-13.1
147,02-04-022-251-2,130,-14.97
147,02-04-022-251-2,145,-17.99
147,02-04-022-251-2,160,-22.29
147,02-04-022-251-2,175,-29.02
147,02-04-022-251-2,190,-39.52
147,02-04-022-251-2,200,-47.83
148,02-04-022-266-1,0,0
148,02-04-022-266-1,1,1.07
148,02-04-022-266-1,15,-6.76
148,02-04-022-266-1,30,-8.91
148,02-04-022-266-1,45,-9.33
148,02-04-022-266-1,60,-9.65
148,02-04-022-266-1,75,-9.96
148,02-04-022-266-1,90,-10.34
148,02-04-022-266-1,100,-10.63
148,02-04-022-266-1,115,-11.03
148,02-04-022-266-1,130,-11.58
148,02-04-022-266-1,145,-12.2
148,02-04-022-266-1,160,-13.24
148,02-04-022-266-1,175,-14.66
148,02-04-022-266-1,190,-16.61
148,02-04-022-266-1,200,-18.64
149,02-04-022-269-1,0,0
149,02-04-022-269-1,1,0.89
149,02-04-022-269-1,15,-5.06
149,02-04-022-269-1,30,-6.07
149,02-04-022-269-1,45,-6.39
149,02-04-022-269-1,60,-6.78
149,02-04-022-269-1,75,-7.2
149,02-04-022-269-1,90,-7.71
149,02-04-022-269-1,100,-8.11
149,02-04-022-269-1,115,-8.62
149,02-04-022-269-1,130,-9.33
149,02-04-022-269-1,145,-10.37
149,02-04-022-269-1,160,-11.89
149,02-04-022-269-1,175,-14.28
149,02-04-022-269-1,190,-18.03
149,02-04-022-269-1,200,-21.46
150,02-13-016-310-6,0,0
150,02-13-016-310-6,1,-3.89
150,02-13-016-310-6,15,-29.37
150,02-13-016-310-6,30,-34.39
150,02-13-016-310-6,45,-35.31
150,02-13-016-310-6,60,-35.78
150,02-13-016-310-6,75,-36.23
150,02-13-016-310-6,90,-36.76
150,02-13-016-310-6,100,-37.17
150,02-13-016-310-6,115,-38
150,02-13-016-310-6,130,-38.79
150,02-13-016-310-6,145,-39.83
150,02-13-016-310-6,160,-41.06
150,02-13-016-310-6,175,-42.65
150,02-13-016-310-6,190,-44.59
150,02-13-016-310-6,200,-46.18
151,02-04-022-324-6,0,0
151,02-04-022-324-6,1,0.77
151,02-04-022-324-6,15,-2.42
151,02-04-022-324-6,30,-6.86
151,02-04-022-324-6,45,-7.61
151,02-04-022-324-6,60,-8.28
151,02-04-022-324-6,75,-8.84
151,02-04-022-324-6,90,-9.42
151,02-04-022-324-6,100,-9.95
151,02-04-022-324-6,115,-10.77
151,02-04-022-324-6,130,-11.79
151,02-04-022-324-6,145,-13.32
151,02-04-022-324-6,160,-15.83
151,02-04-022-324-6,175,-19.67
151,02-04-022-324-6,190,-24.92
151,02-04-022-324-6,200,-29.06
152,02-13-016-326-6,0,0
152,02-13-016-326-6,1,0.73
152,02-13-016-326-6,15,-5.35
152,02-13-016-326-6,30,-7.5
152,02-13-016-326-6,45,-7.75
152,02-13-016-326-6,60,-7.92
152,02-13-016-326-6,75,-8.14
152,02-13-016-326-6,90,-8.48
152,02-13-016-326-6,100,-8.76
152,02-13-016-326-6,115,-9.24
152,02-13-016-326-6,130,-9.73
152,02-13-016-326-6,145,-10.45
152,02-13-016-326-6,160,-11.47
152,02-13-016-326-6,175,-12.8
152,02-13-016-326-6,190,-14.8
152,02-13-016-326-6,200,-16.65
153,02-04-023-321-5,0,0
153,02-04-023-321-5,1,-0.99
153,02-04-023-321-5,15,-12.97
153,02-04-023-321-5,30,-61.94
153,02-04-023-321-5,45,-120.03
153,02-04-023-321-5,60,-170.19
153,02-04-023-321-5,75,-218.44
153,02-04-023-321-5,90,-264.68
153,02-04-023-321-5,100,-294.07
154,02-04-023-324-5,0,0
154,02-04-023-324-5,1,1.04
154,02-04-023-324-5,15,0.69
154,02-04-023-324-5,30,-3.13
154,02-04-023-324-5,45,-9.66
154,02-04-023-324-5,60,-23.09
154,02-04-023-324-5,75,-60.49
154,02-04-023-324-5,90,-93.21
154,02-04-023-324-5,100,-111.14
154,02-04-023-324-5,115,-136.29
154,02-04-023-324-5,130,-161.11
154,02-04-023-324-5,145,-185.11
154,02-04-023-324-5,160,-208.69
154,02-04-023-324-5,175,-231.76
154,02-04-023-324-5,190,-255.12
154,02-04-023-324-5,200,-270.2
155,02-04-024-102-4,0,0
155,02-04-024-102-4,1,3.36
155,02-04-024-102-4,15,-85.34
155,02-04-024-102-4,30,-175.66
155,02-04-024-102-4,45,-272.21
155,02-04-024-102-4,60,-364.84
155,02-04-024-102-4,75,-447.27
155,02-04-024-102-4,90,-524.02
155,02-04-024-102-4,100,-568.27
156,02-04-024-102-5,0,0
156,02-04-024-102-5,1,2.76
156,02-04-024-102-5,15,-74.59
156,02-04-024-102-5,30,-160.94
156,02-04-024-102-5,45,-241.34
156,02-04-024-102-5,60,-329.45
156,02-04-024-102-5,75,-398.74
156,02-04-024-102-5,90,-465.65
156,02-04-024-102-5,100,-505.33
